PartNumber,PartDescription,PartDetails,UOM,UPC,PartTypeID,Active,PartTaxCode,StdCost,Tracks-Lot Number,Next Value-Lot Number,Tracks-Revision Level,Next Value-Revision Level,Tracks-Expiration Date,Next Value-Expiration Date,Tracks-Serial Number,Next Value-Serial Number,AssetAccount,COGSAccount,AdjustmentAccount,ScrapAccount,VarianceAccount,ABCCode,Weight,WeightUOM,Width,Height,Len,SizeUOM,ConsumptionRate,PartURL,PartRevision,ProductNumber,ProductDescription,ProductDetails,Price,ProductSKU,ProductUPC,ProductActive,ProductTaxCode,ProductSOItemTypeID,IncomeAccount,ProductWeight,ProductWeightUOM,ProductWidth,ProductHeight,ProductLen,ProductSizeUOM,Vendor,DefaultVendor,VendorPartNumber,Cost,VendorUOM
LIMESTONE:Ceduna 600*700*15,Limestone Patara B Grade 600*700*15mm,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Ceduna 600*700*15,Ceduna Limestone 600*700*15mm,,36.36364,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LIMESTONE:Ceduna 600*700*15,18.9,ea
LIMESTONE:Ceduna 600*800*15,Limestone Patara B Grade 600*800*15mm,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Ceduna 600*800*15,Ceduna Limestone 600*800*15mm,,41.81818,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LIMESTONE:Ceduna 600*800*15,21.6,ea
LIMESTONE:Ceduna 600*900*15,Limestone Patara B Grade 600*900*15mm,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Ceduna 600*900*15,Ceduna Limestone 600*900*15mm,,47.27273,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LIMESTONE:Ceduna 600*900*15,24.3,ea
LIMESTONE:Miliani 400*400*30,Galala Sandblasted 400*400*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Miliani 400*400*30,Miliani Limestone 400*400*30,,16.82,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LIMESTONE:Miliani 400*400*30,8,ea
LIMESTONE:Miliani 600*400*15,Galala Sandblasted 600*400*15,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Miliani 600*400*15,Miliani Limestone 600*400*15,,20.45,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LAM6415,9.62,ea
LIMESTONE:Miliani 600*400*30,Almond Sandblasted 600*400*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Miliani 600*400*30,Miliani Limestone 600*400*30,,25.27,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LAM6430,12.02,ea
LIMESTONE:Miliani 610*406*12,Limestone Crema Siena 610*406*12,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Miliani 610*406*12,Miliani Limestone 610*406*12,,20.3,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,10283,12.17273,ea
LIMESTONE:Miliani 610*406*30,Limestone Crema Siena 610*406*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Miliani 610*406*30,Miliani Limestone 610*406*30,,25.71818,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LIMESTONE:Miliani 610*406*30,17.37,ea
LIMESTONE:Miliani 900*600*15,Limestone Crema Siena 900*600*15,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Miliani 900*600*15,Miliani Limestone 900*600*15,,52.58182,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LIMESTONE:Miliani 900*600*15,35.14,ea
LIMESTONE:Miliani Drop Face 600*400*30(60,Almond Sandblast Dropface 600*400*30/60,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Miliani Drop Face 600*400*30(60,Miliani Limestone Drop Face 600*400*30(60),,86.36,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LIMESTONE:Miliani Drop Face 600*400*30(60,35,ea
LIMESTONE:Miliani Dropface 900*400*30/60,Almond Sandblast Dropface 900*400*30/60,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Miliani Dropface 900*400*30/60,Miliani Limestone Dropface 900*400*30/60,,128.18182,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LIMESTONE:Miliani Dropface 900*400*30/60,72,ea
LIMESTONE:Patara Crazy Pave 20mm,Patara Limestone 20mm Crazy Pave Sandblasted,,m2,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Patara Crazy Pave 20mm,Patara Limestone 20mm Crazy Pave Sandblasted,,109.09,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,CLATCP,65.43,m2
LIMESTONE:Patara 600*400*15,Patara 600*400*15,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Patara 600*400*15,Patara Limestone 600*400*15,,28.64,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LP6415,13.63,ea
LIMESTONE:Patara 600*400*30,Patara 600*400*30 n,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Patara 600*400*30,Patara Limestone 600*400*30,,38.18,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LP6430,17.42,ea
LIMESTONE:Patara 610*406*15,Patara 610*406*15,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Patara 610*406*15,Patara Limestone 610*406*15/Sandblasted,,36.48,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LP6415X,14.5,ea
LIMESTONE:Patara 610*406*30,Patara 610*406*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Patara 610*406*30,Patara Limestone 610*406*30/Sandblasted,,48.45,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LP6430X,19.2,ea
LIMESTONE:Patara 900*600*20,Patara 900*600*20,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Patara 900*600*20,Patara Limestone 900*600*20,,69.545,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LP9620,34.14,ea
LIMESTONE:Patara 900*600*30,Patara 900*600*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Patara 900*600*30,Patara Limestone 900*600*30,,89.09,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LP9630,44.59,ea
LIMESTONE:Patara Drop Face 900*400*30/60,Patara Drop Face 900*400*30/60,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Patara Drop Face 900*400*30/60,Patara Limestone Drop Face 900*400*30/60,,131.82,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LPDF94360,63.75,ea
MARBLE:Arctic Honed 305*75*10,Glacier Grey Honed 305*75*10,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Arctic Honed 305*75*10,Arctic Marble Honed 305*75*10,,1.86364,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Arctic Honed 305*75*10,0,ea
MARBLE:Arctic Honed 610*305*12,Glacier Grey Honed 610*305*12,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Arctic Honed 610*305*12,Arctic Marble Honed 610*305*12,,23.7,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Arctic Honed 610*305*12,0,ea
MARBLE:Arctic Honed 610*610*12,Glacier Grey Honed 610*610*12,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Arctic Honed 610*610*12,Arctic Marble Honed 610*610*12,,55.627,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Arctic Honed 610*610*12,0,ea
MARBLE:Arctic Honed 914*457*12,Glacier Grey Honed 914*457*12,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Arctic Honed 914*457*12,Arctic Marble Honed 914*457*12,,63.9,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Arctic Honed 914*457*12,0,ea
MARBLE:Arctic S/Blast DF 610*406*30/60,Arctic S/Blasted DF 610*406*30/60,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Arctic S/Blast DF 610*406*30/60,Arctic Marble S/Blasted DF 610*406*30/60,,92.272,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Arctic S/Blast DF 610*406*30/60,81,ea
MARBLE:Arctic Sandblasted 610*406*12,Glacier Grey Sandblasted 610*406*12,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Arctic Sandblasted 610*406*12,Arctic Marble Sandblasted 610*406*12,,25.945,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Arctic Sandblasted 610*406*12,17.8,ea
MARBLE:Arctic Sandblasted 610*406*30,Glacier Grey Sandblasted 610*406*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Arctic Sandblasted 610*406*30,Arctic Marble Sandblasted 610*406*30,,32.945,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Arctic Sandblasted 610*406*30,22.03424,ea
MARBLE:Arctic Sandblasted BN 610*406*3,Glacier Sandblsted BN 610*406*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Arctic Sandblasted BN 610*406*3,Arctic Marble BN 610*406*30,,58.182,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Arctic Sandblasted BN 610*406*3,43,ea
MARBLE:Ash Grey SB/TB BN 610*406*30,Peal Grey TB & SB Bullnose 610*406*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Ash Grey SB/TB BN 610*406*30,Ash Grey Marble TB & SB Bullnose 610*406*30,,47.272,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Ash Grey SB/TB BN 610*406*30,32,ea
MARBLE:Ash Grey TB/SB 12mm French,Pearl Grey TB & SB 12mm French Pattern,,m2,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Ash Grey TB/SB 12mm French,Ash Grey Marble TB & SB 12mm French Pattern,,79.54545,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Ash Grey TB/SB 12mm French,53,m2
MARBLE:Ash Grey TB/SB 406*406*30,Pearl Grey TB & SB 406*406*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Ash Grey TB/SB 406*406*30,Ash Grey Marble TB & SB 406*406*30,,19.04545,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Ash Grey TB/SB 406*406*30,12.54,ea
MARBLE:Ash Grey TB/SB 610*406*12,Pearl Grey SB & TB 610*406*12,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Ash Grey TB/SB 610*406*12,Ash Grey Marble SB & TB 610*406*12,,22.10909,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,10349,14.64,ea
MARBLE:Ash Grey TB/SB 640*406*30,Pearl Grey TB & SB 610*406*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Ash Grey TB/SB 640*406*30,Ash Grey Marble TB & SB 610*406*30,,29.77273,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,10346,19.46,ea
MARBLE:Ash Grey TB/SB DF 610*406*30/80,Pearl Grey TB & SB DF 610*406*30/80,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Ash Grey TB/SB DF 610*406*30/80,Ash Grey Marble TB & SB DF 610*406*30/80,,93.18182,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Ash Grey TB/SB DF 610*406*30/80,63,ea
MARBLE:Ayla Honed 305*75*15,Atlentic Grey Honed 305*75*15,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Ayla Honed 305*75*15,Ayla Marble Honed 305*75*15,,1.7,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Ayla Honed 305*75*15,0,ea
MARBLE:Ayla Honed 610*305*15,Atlentic Grey Honed 610*305*15,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Ayla Honed 610*305*15,Ayla Marble Honed 610*305*15,,21.83636,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Ayla Honed 610*305*15,0,ea
MARBLE:Ayla Honed 610*610*15,Atlentic Grey Honed 610*610*15,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Ayla Honed 610*610*15,Ayla Marble Honed 610*610*15,,50.54545,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Ayla Honed 610*610*15,0,ea
MARBLE:Ayla Honed 914*457*15,Atlantic Grey Honed 914*457*15,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Ayla Honed 914*457*15,Ayla Marble Honed 914*457*15,,60.1,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Ayla Honed 914*457*15,0,ea
MARBLE:Ayla S/blasted DF 610*406*30/60,Atlantic Grey Sandblasted  DF 610*406*30/60,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Ayla S/blasted DF 610*406*30/60,Ayla Marble Sandblasted  Drop Face 610*406*30/60,,101.81818,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Ayla S/blasted DF 610*406*30/60,69,ea
MARBLE:Ayla Sandblasted 12mm French,Atlantic Grey 12mm French Pattern,,m2,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Ayla Sandblasted 12mm French,Ayla Marble Sandblasted 12mm French Pattern,,114.54545,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Ayla Sandblasted 12mm French,76,m2
MARBLE:Ayla Sandblasted 30mm French,Atlantic Grey 30mm French Pattern,,m2,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Ayla Sandblasted 30mm French,Ayla Marble  Sandblasted 30mm French Pattern,,134.54545,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Ayla Sandblasted 30mm French,88,m2
MARBLE:Ayla Sandblasted 610*406*12,Atlantic Grey 610*406*12,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Ayla Sandblasted 610*406*12,Ayla Marble Sandblasted 610*406*12,,29.33,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Ayla Sandblasted 610*406*12,19.35,ea
MARBLE:Ayla Sandblasted 610*406*30,Atlantic Grey 610*406*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Ayla Sandblasted 610*406*30,Ayla Marble Sandblasted 610*406*30,,36.54545,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,10223,24.07,ea
MARBLE:Ayla Sandblasted BN 610*406*30,Atlantic Grey Sandblasted BN 610*406*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Ayla Sandblasted BN 610*406*30,Ayla Marble Sandblasted BN 610*406*30,,61.81818,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Ayla Sandblasted BN 610*406*30,42,ea
MARBLE:Orca S/blasted DF 610*406*30/,Toros Black Sandblasted DF 610*406*30/60,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Orca S/blasted DF 610*406*30/,Orca Marble Sandblasted DF 610*406*30/60,,96.81818,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Orca S/blasted DF 610*406*30/,63,ea
MARBLE:Orca Sandblasted 610*406*12,Toros Black Sandblasted 610*406*12,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Orca Sandblasted 610*406*12,Orca Marble Sandblasted 610*406*12,,25.49091,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Orca Sandblasted 610*406*12,17.12,ea
MARBLE:Orca Sandblasted 610*406*30,Toros Black Sandblasted 610*406*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Orca Sandblasted 610*406*30,Orca Marble  Sandblasted 610*406*30,,31.80909,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,10383,21.34,ea
MARBLE:Orca Sandblasted BN 610*406*30,Toros Black Sandblasted BN 610*406*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Orca Sandblasted BN 610*406*30,Orca Marble Sandblasted BN 610*406*30,,53.09091,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Orca Sandblasted BN 610*406*30,36,ea
MARBLE:Tundra Grey Honed 305*75*12,Tundra Grey Honed 305*75*12,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Tundra Grey Honed 305*75*12,Tundra Grey Marble Honed 305*75*12,,1.79091,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Tundra Grey Honed 305*75*12,1.21,ea
MARBLE:Tundra Grey Honed 610*305*12,Tundra Grey Honed 610*305*12,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Tundra Grey Honed 610*305*12,Tundra Grey Marble Honed 610*305*12,,23.19091,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Tundra Grey Honed 610*305*12,15.47,ea
MARBLE:Tundra Grey Honed 610*610*15,Tundra Grey Honed 610*610*15,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Tundra Grey Honed 610*610*15,Tundra Grey Marble Honed 610*610*15,,54.27273,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Tundra Grey Honed 610*610*15,33.58,ea
MARBLE:Tundra Grey Honed 914*457*15,Tundra Grey Honed 914*457*15,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Tundra Grey Honed 914*457*15,Tundra Grey Marble Honed 914*457*15,,62,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Tundra Grey Honed 914*457*15,40.17,ea
MARBLE:Tundra Grey S/Blast 15mm French,Tundra Grey Sandblasted 15mm French Pattern,,m2,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Tundra Grey S/Blast 15mm French,Tundra Grey Marble Sandblasted 15mm French Pattern,,124.54545,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Tundra Grey S/Blast 15mm French,84,m2
MARBLE:Tundra Grey S/Blast 30 French,Tundra Grey Sandblasted 30mm French Pattern,,m2,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Tundra Grey S/Blast 30 French,Tundra Grey Marble  Sandblasted 30mm French Pattern,,140,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Tundra Grey S/Blast 30 French,94,m2
MARBLE:Tundra Grey S/Blast 610*406*15,Tundra Grey Sandblasted 610*406*15,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Tundra Grey S/Blast 610*406*15,Tundra Grey Marble Sandblasted 610*406*15,,31.26364,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,10354,21.09,ea
MARBLE:Tundra Grey S/Blast 610*406*30,Tundra Grey Sandblasted 610*406*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Tundra Grey S/Blast 610*406*30,Tundra Grey Marble Sandblasted 610*406*30,,35.41818,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Tundra Grey S/Blast 610*406*30,23.82,ea
MARBLE:Tundra Grey S/Blast BN610*406*30,Tundra Grey Sandblasted BN 610*406*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Tundra Grey S/Blast BN610*406*30,Tundra Grey Marble Sandblasted BN 610*406*30,,58.90909,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Tundra Grey S/Blast BN610*406*30,40,ea
MARBLE:Tundra Grey S/Blast DF610*406*30/60,Tundra Grey Sandblasted DF 610*406*30/60,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Tundra Grey S/Blast DF610*406*30/60,Tundra Grey Marble Sandblasted DF 610*406*30/60,,102.40909,,,TRUE,GST,10,,0,kg,0,0,0,mm,Artmar Natural Stone,TRUE,MARBLE:Tundra Grey S/Blast DF610*406*30/60,70,ea
MARBLE:Oyster 610*406*12,Oyster Marble 610*406*12,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Oyster 610*406*12,Oyster Marble 610*406*12,,29.54545,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,MO6412,19.55,ea
MARBLE:Oyster 610*406*30,Oyster Marble 610*406*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Oyster 610*406*30,Oyster Marble 610*406*30,,37.27,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,MO6430,24.7,ea
MARBLE:Oyster Dropface 610*406*30/60,Oyster Marble Dropface 610*406*30/60,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Oyster Dropface 610*406*30/60,Oyster Marble Dropface 610*406*30/60,,127.27,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,MODF64360,78.8,ea
MARBLE:Oyster French Pattern,Oyster Marble French Pattern 12mm,,m2,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MARBLE:Oyster French Pattern,Oyster Marble French Pattern 12mm,,113.64,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,MOFP12,73.9,m2
